Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-03-23,Male,60,2-4 times per year,more than $2500,"Cultural / historical experiences, City breaks, Visiting friends or family",Never,Facebook,No,Other,Click link,Disagree,Friends and family recommendations,High-quality photos of destinations/hotels,Sometimes notice,Neutral,2-7 days,Laptop,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_89,user0_89@example.com
2025-04-08,Male,45-60,I don't plan leisure travel,more than $2500,"Wellness / relaxation retreats, Visiting friends or family, Budget travel",Weekly,Facebook,Yes,Facebook,Click link,Strongly Agree,Friends and family recommendations,Video content showing experiences,Always notice,Disagree,1-3 months,Laptop,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_90,user0_90@example.com
2025-05-23,Female,60,I don't plan leisure travel,more than $2500,"Budget travel, Luxury travel, Visiting friends or family",Weekly,Youtube,Yes,Youtube,Look up separately,Neutral,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Disagree,More than 3 months,Laptop,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_91,user0_91@example.com
2025-01-22,Male,45-60,More than 4 times per year,more than $2500,"Cultural / historical experiences, Adventure / outdoor activities, Visiting friends or family",Never,None At All,No,Twitter/X,Ignore,Agree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Always notice,Disagree,1-3 months,Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_92,user0_92@example.com
2025-05-29,Male,45-60,More than 4 times per year,$1000-2500,"Wellness / relaxation retreats, Budget travel, Cultural / historical experiences",Never,Youtube,No,TikTok,Ignore,Agree,Friends and family recommendations,Video content showing experiences,Always notice,Strongly Disagree,Same day (within 24 hours),Laptop,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_93,user0_93@example.com
2025-04-13,Female,45-60,I don't plan leisure travel,more than $2500,"Budget travel, Adventure / outdoor activities, Beach holidays",Never,Facebook,No,Youtube,Save the post,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Sometimes notice,Disagree,1-3 months,Smartphone,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_94,user0_94@example.com
2025-06-03,Male,45-60,2-4 times per year,$1000-2500,"Budget travel, Luxury travel, Cultural / historical experiences",Never,None At All,No,Facebook,Ignore,Strongly Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Never notice,Disagree,More than 3 months,Laptop,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_95,user0_95@example.com
2025-06-21,Female,60,Less than once per year,more than $2500,"Adventure / outdoor activities, Wellness / relaxation retreats, Luxury travel",Never,None At All,No,TikTok,Click link,Agree,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Strongly Disagree,2-7 days,Laptop,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_96,user0_96@example.com
2025-01-16,Male,60,More than 4 times per year,more than $2500,"Visiting friends or family, Cultural / historical experiences, Luxury travel",Weekly,None At All,Yes,None At All,Click link,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Never notice,Disagree,1-3 months,Tablet,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_97,user0_97@example.com
2025-06-12,Male,60,Once per year,more than $2500,"Wellness / relaxation retreats, Visiting friends or family, Budget travel",Never,None At All,No,TikTok,Ignore,Agree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Neutral,1-3 weeks,Tablet,Often,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_98,user0_98@example.com
2025-06-23,Male,45-60,2-4 times per year,$500-1000,"Cultural / historical experiences, Visiting friends or family, Beach holidays",Several times a week,None At All,Yes,None At All,Click link,Strongly Disagree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Never notice,Disagree,1-3 weeks,Laptop,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_99,user0_99@example.com
2025-05-16,Male,60,More than 4 times per year,more than $2500,"Cultural / historical experiences, Adventure / outdoor activities, Luxury travel",Never,None At All,Not sure,Other,Save the post,Agree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Strongly Disagree,1-3 weeks,Tablet,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_100,user0_100@example.com
2025-05-27,Male,45-60,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, Cultural / historical experiences, Visiting friends or family",Never,Facebook,No,Twitter/X,Ignore,Disagree,Travel blogs and websites,Video content showing experiences,Always notice,Neutral,1-3 weeks,Laptop,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_101,user0_101@example.com
2025-03-20,Male,60,More than 4 times per year,more than $2500,"Luxury travel, Cultural / historical experiences, Adventure / outdoor activities",Weekly,None At All,Yes,None At All,Ignore,Neutral,Travel blogs and websites,Video content showing experiences,Sometimes notice,Disagree,1-3 weeks,Tablet,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_102,user0_102@example.com
2025-01-24,Male,60,Less than once per year,more than $2500,"City breaks, Adventure / outdoor activities, Visiting friends or family",Never,Youtube,No,Other,Click link,Strongly Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Neutral,1-3 months,Laptop,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_103,user0_103@example.com
2025-05-05,Male,60,Once per year,$1000-2500,"Visiting friends or family, City breaks, Cultural / historical experiences",Weekly,None At All,Yes,None At All,Ignore,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Strongly Disagree,1-3 months,Laptop,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_104,user0_104@example.com
2025-02-02,Male,60,I don't plan leisure travel,more than $2500,"Cultural / historical experiences, Luxury travel, Beach holidays",Never,Facebook,No,Youtube,Share,Strongly Disagree,Friends and family recommendations,Video content showing experiences,Sometimes notice,Strongly Disagree,Same day (within 24 hours),Smartphone,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_105,user0_105@example.com
2025-06-26,Male,60,I don't plan leisure travel,$1000-2500,"Budget travel, Adventure / outdoor activities, Cultural / historical experiences",Never,Facebook,Not sure,Other,Ignore,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Disagree,Same day (within 24 hours),Laptop,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_106,user0_106@example.com
2025-04-14,Male,60,Once per year,$1000-2500,"Wellness / relaxation retreats, Visiting friends or family, Budget travel",Weekly,Facebook,Yes,Facebook,Ignore,Neutral,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Never notice,Disagree,Same day (within 24 hours),Tablet,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_107,user0_107@example.com
2025-01-17,Female,60,Less than once per year,more than $2500,"Beach holidays, Adventure / outdoor activities, Budget travel",Never,Facebook,No,TikTok,Share,Strongly Disagree,Travel blogs and websites,Price comparisons and deals,Never notice,Strongly Disagree,1-3 months,Laptop,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_108,user0_108@example.com
2025-01-28,Female,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, Luxury travel, Beach holidays",Never,None At All,No,Youtube,Save the post,Agree,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Never notice,Neutral,2-7 days,Laptop,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_109,user0_109@example.com
2025-02-07,Male,60,2-4 times per year,more than $2500,"Visiting friends or family, Luxury travel, Cultural / historical experiences",Weekly,Facebook,Yes,Facebook,Ignore,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Sometimes notice,Neutral,2-7 days,Laptop,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_110,user0_110@example.com
2025-01-28,Female,45-60,Less than once per year,$500-1000,"Wellness / relaxation retreats, Cultural / historical experiences, Beach holidays",Never,Youtube,No,Facebook,Share,Agree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Never notice,Strongly Disagree,Same day (within 24 hours),Laptop,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_111,user0_111@example.com
2025-04-08,Female,45-60,I don't plan leisure travel,$500-1000,"City breaks, Wellness / relaxation retreats, Adventure / outdoor activities",Never,Facebook,No,Youtube,Look up separately,Agree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Rarely,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_112,user0_112@example.com
2025-03-10,Male,60,I don't plan leisure travel,more than $2500,"Beach holidays, Adventure / outdoor activities, City breaks",Never,Facebook,No,Facebook,Save the post,Disagree,Travel blogs and websites,High-quality photos of destinations/hotels,Sometimes notice,Disagree,1-3 weeks,Smartphone,Never,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_113,user0_113@example.com
2025-06-09,Female,60,More than 4 times per year,$1000-2500,"Adventure / outdoor activities, Wellness / relaxation retreats, Cultural / historical experiences",Several times a week,Facebook,Yes,Facebook,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Rarely notice,Strongly Disagree,Same day (within 24 hours),Smartphone,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_114,user0_114@example.com
2025-02-26,Female,60,More than 4 times per year,more than $2500,"Cultural / historical experiences, Luxury travel, Visiting friends or family",Never,None At All,No,Twitter/X,Look up separately,Agree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Sometimes notice,Disagree,More than 3 months,Laptop,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_115,user0_115@example.com
2025-01-24,Male,60,Less than once per year,$1000-2500,"Adventure / outdoor activities, Visiting friends or family, Beach holidays",Never,Youtube,No,Facebook,Click link,Neutral,Friends and family recommendations,Video content showing experiences,Rarely notice,Disagree,1-3 weeks,Laptop,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_116,user0_116@example.com
2025-01-08,Male,60,Less than once per year,$500-1000,"Wellness / relaxation retreats, Cultural / historical experiences, Beach holidays",Never,None At All,No,Other,Ignore,Neutral,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Always notice,Disagree,2-7 days,Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_117,user0_117@example.com
2025-06-25,Female,60,2-4 times per year,more than $2500,"City breaks, Cultural / historical experiences, Visiting friends or family",Never,None At All,Not sure,Youtube,Save the post,Strongly Disagree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Disagree,2-7 days,Smartphone,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_118,user0_118@example.com
2025-01-08,Female,45-60,Less than once per year,more than $2500,"Visiting friends or family, Luxury travel, Budget travel",Weekly,None At All,Yes,None At All,Share,Strongly Disagree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Rarely notice,Disagree,Same day (within 24 hours),Laptop,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_119,user0_119@example.com
2025-06-04,Male,60,2-4 times per year,more than $2500,"Budget travel, Beach holidays, Luxury travel",Weekly,None At All,Yes,None At All,Ignore,Neutral,Friends and family recommendations,Price comparisons and deals,Sometimes notice,Disagree,Same day (within 24 hours),Tablet,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_120,user0_120@example.com
2025-05-09,Male,60,Once per year,more than $2500,"Budget travel, City breaks, Cultural / historical experiences",Never,Youtube,No,Twitter/X,Ignore,Disagree,"Search engines (Google, Bing)",Price comparisons and deals,Never notice,Disagree,2-7 days,Laptop,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_121,user0_121@example.com
2025-01-10,Male,60,More than 4 times per year,more than $2500,"Wellness / relaxation retreats, Visiting friends or family, Luxury travel",Never,Youtube,No,Facebook,Click link,Strongly Agree,Travel blogs and websites,Price comparisons and deals,Always notice,Disagree,1-3 months,Laptop,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_122,user0_122@example.com
2025-05-20,Female,35-44,I don't plan leisure travel,$1000-2500,"City breaks, Luxury travel, Adventure / outdoor activities",Several times a week,Facebook,Yes,Facebook,Save the post,Disagree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Rarely notice,Disagree,Same day (within 24 hours),Laptop,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_123,user0_123@example.com
2025-01-15,Female,45-60,Less than once per year,more than $2500,"Visiting friends or family, Adventure / outdoor activities, Wellness / relaxation retreats",Weekly,None At All,Yes,None At All,Share,Agree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Rarely notice,Disagree,1-3 weeks,Smartphone,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User0_124,user0_124@example.com
2025-04-09,Male,18-24,Less than once per year,$0-500,"City breaks, Wellness / relaxation retreats, Budget travel",Mulitple times a day,TikTok,Yes,TikTok,Click link,Neutral,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Agree,1-3 weeks,Smartphone,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_0,user1_0@example.com
2025-01-19,Male,18-24,I don't plan leisure travel,$0-500,"Wellness / relaxation retreats, City breaks, Adventure / outdoor activities",Mulitple times a day,TikTok,Yes,TikTok,Save the post,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Agree,2-7 days,Smartphone,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_1,user1_1@example.com
2025-04-18,Female,18-24,More than 4 times per year,$0-500,"Budget travel, Wellness / relaxation retreats, City breaks",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Neutral,Travel blogs and websites,Video content showing experiences,Sometimes notice,Strongly Agree,1-3 weeks,Smartphone,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_2,user1_2@example.com
2025-04-19,Male,18-24,More than 4 times per year,$500-1000,"Beach holidays, Budget travel, Wellness / relaxation retreats",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Never notice,Agree,More than 3 months,Smartphone,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_3,user1_3@example.com
2025-05-08,Male,25-34,More than 4 times per year,$0-500,"Visiting friends or family, Adventure / outdoor activities, City breaks",Mulitple times a day,Instagram,Yes,Instagram,Save the post,Strongly Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Always notice,Strongly Agree,2-7 days,Smartphone,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_4,user1_4@example.com
2025-05-10,Female,18-24,I don't plan leisure travel,$0-500,"Visiting friends or family, Adventure / outdoor activities, Beach holidays",Mulitple times a day,Instagram,Yes,Instagram,Share,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Never notice,Agree,1-3 weeks,Smartphone,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_5,user1_5@example.com
2025-04-17,Female,18-24,Less than once per year,$0-500,"Budget travel, Luxury travel, Wellness / relaxation retreats",Mulitple times a day,Youtube,Yes,Youtube,Look up separately,Strongly Agree,Friends and family recommendations,Video content showing experiences,Sometimes notice,Agree,2-7 days,Smartphone,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_6,user1_6@example.com
2025-04-29,Female,18-24,Once per year,$0-500,"Beach holidays, Adventure / outdoor activities, Visiting friends or family",Mulitple times a day,TikTok,Yes,TikTok,Click link,Strongly Disagree,Travel blogs and websites,Video content showing experiences,Rarely notice,Agree,1-3 weeks,Smartphone,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_7,user1_7@example.com
2025-05-11,Female,18-24,More than 4 times per year,$500-1000,"City breaks, Adventure / outdoor activities, Beach holidays",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Neutral,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Never notice,Strongly Agree,1-3 months,Smartphone,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_8,user1_8@example.com
2025-02-22,Male,18-24,I don't plan leisure travel,$500-1000,"Budget travel, Luxury travel, Adventure / outdoor activities",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Strongly Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Always notice,Strongly Agree,More than 3 months,Tablet,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_9,user1_9@example.com
2025-02-24,Male,25-34,2-4 times per year,$500-1000,"Budget travel, Wellness / relaxation retreats, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Disagree,Friends and family recommendations,Price comparisons and deals,Rarely notice,Strongly Agree,1-3 weeks,Smartphone,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_10,user1_10@example.com
2025-05-27,Female,18-24,Less than once per year,$500-1000,"Luxury travel, City breaks, Visiting friends or family",Once a day,Instagram,Yes,Instagram,Ignore,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Agree,1-3 weeks,Smartphone,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_11,user1_11@example.com
2025-03-04,Male,18-24,2-4 times per year,$0-500,"Visiting friends or family, Wellness / relaxation retreats, Beach holidays",Mulitple times a day,TikTok,Yes,TikTok,Click link,Neutral,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Sometimes notice,Agree,1-3 weeks,Smartphone,Rarely,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_12,user1_12@example.com
2025-03-02,Male,18-24,2-4 times per year,$0-500,"Adventure / outdoor activities, Luxury travel, Budget travel",Mulitple times a day,Instagram,Yes,Instagram,Look up separately,Strongly Disagree,Travel blogs and websites,Video content showing experiences,Rarely notice,Agree,1-3 months,Smartphone,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_13,user1_13@example.com
2025-04-01,Male,18-24,Once per year,$0-500,"Wellness / relaxation retreats, Cultural / historical experiences, Luxury travel",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Strongly Agree,Friends and family recommendations,Video content showing experiences,Always notice,Strongly Agree,1-3 weeks,Smartphone,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_14,user1_14@example.com
2025-03-19,Male,18-24,Once per year,$0-500,"City breaks, Luxury travel, Wellness / relaxation retreats",Mulitple times a day,Instagram,Yes,Instagram,Share,Strongly Disagree,Friends and family recommendations,Video content showing experiences,Rarely notice,Strongly Agree,Same day (within 24 hours),Smartphone,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_15,user1_15@example.com
2025-04-05,Male,18-24,2-4 times per year,$0-500,"Luxury travel, Cultural / historical experiences, Budget travel",Mulitple times a day,TikTok,Yes,TikTok,Share,Strongly Disagree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Strongly Agree,More than 3 months,Smartphone,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_16,user1_16@example.com
2025-06-22,Male,25-34,2-4 times per year,$500-1000,"Cultural / historical experiences, Budget travel, City breaks",Mulitple times a day,TikTok,Yes,TikTok,Share,Neutral,Travel blogs and websites,High-quality photos of destinations/hotels,Never notice,Strongly Agree,2-7 days,Smartphone,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_17,user1_17@example.com
2025-01-24,Male,18-24,I don't plan leisure travel,$0-500,"Adventure / outdoor activities, City breaks, Budget travel",Mulitple times a day,Youtube,Yes,Youtube,Share,Strongly Agree,Travel blogs and websites,Video content showing experiences,Sometimes notice,Strongly Agree,1-3 weeks,Smartphone,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_18,user1_18@example.com
2025-04-16,Male,18-24,More than 4 times per year,$0-500,"Wellness / relaxation retreats, Visiting friends or family, Budget travel",Mulitple times a day,Instagram,Yes,Instagram,Look up separately,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Always notice,Agree,More than 3 months,Smartphone,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_19,user1_19@example.com
2025-04-10,Female,18-24,Once per year,$0-500,"Luxury travel, Cultural / historical experiences, Beach holidays",Mulitple times a day,Instagram,Yes,Instagram,Save the post,Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Strongly Agree,1-3 months,Smartphone,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_20,user1_20@example.com
2025-03-29,Female,18-24,I don't plan leisure travel,$0-500,"Adventure / outdoor activities, Luxury travel, Wellness / relaxation retreats",Mulitple times a day,Youtube,Yes,Youtube,Look up separately,Strongly Disagree,"Search engines (Google, Bing)",Video content showing experiences,Always notice,Agree,2-7 days,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_21,user1_21@example.com
2025-03-16,Female,18-24,2-4 times per year,$500-1000,"Adventure / outdoor activities, City breaks, Luxury travel",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Disagree,Travel blogs and websites,Video content showing experiences,Never notice,Agree,More than 3 months,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_22,user1_22@example.com
2025-01-22,Female,18-24,Once per year,$0-500,"Adventure / outdoor activities, Wellness / relaxation retreats, Luxury travel",Mulitple times a day,TikTok,Yes,TikTok,Share,Strongly Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Rarely notice,Strongly Agree,2-7 days,Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_23,user1_23@example.com
2025-01-22,Female,18-24,2-4 times per year,$500-1000,"City breaks, Luxury travel, Budget travel",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Neutral,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Agree,More than 3 months,Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_24,user1_24@example.com
2025-03-10,Male,18-24,Less than once per year,$0-500,"Cultural / historical experiences, Beach holidays, Adventure / outdoor activities",Mulitple times a day,TikTok,Yes,TikTok,Save the post,Agree,Friends and family recommendations,Price comparisons and deals,Rarely notice,Strongly Agree,Same day (within 24 hours),Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_25,user1_25@example.com
2025-03-07,Female,18-24,Once per year,$0-500,"Visiting friends or family, City breaks, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Share,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Agree,More than 3 months,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_26,user1_26@example.com
2025-02-07,Female,18-24,More than 4 times per year,$500-1000,"Cultural / historical experiences, Budget travel, Visiting friends or family",Mulitple times a day,TikTok,Yes,TikTok,Share,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Strongly Agree,1-3 weeks,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_27,user1_27@example.com
2025-02-25,Female,18-24,I don't plan leisure travel,$500-1000,"Cultural / historical experiences, City breaks, Luxury travel",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Strongly Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Strongly Agree,Same day (within 24 hours),Smartphone,Never,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_28,user1_28@example.com
2025-01-29,Male,18-24,2-4 times per year,$500-1000,"Cultural / historical experiences, Visiting friends or family, Budget travel",Mulitple times a day,TikTok,Yes,TikTok,Save the post,Agree,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Always notice,Agree,1-3 months,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_29,user1_29@example.com
